		Height						Weight						FOC					
		Male			Female			Male			Female			Male			Female		
Minimum age (CDC)	Rounded age	L	M	S	L	M	S	L	M	S	L	M	S	L	M	S	L	M	S
120.5	121	0.505564115	138.8234114	0.047610108	0.284748919	138.2111552	0.048704503	-1.206688407	32.08799062	0.17892874	-0.846872805	33.06392318	0.195947008	1	50.7375	0.02946	1	49.9229	0.0285
121.5	122	0.510559047	139.2309592	0.047728463	0.309577733	138.6602228	0.048892759	-1.19219015	32.39690313	0.17994683	-0.839170224	33.4120847	0.196653365	1	50.7375	0.02946	1	49.9229	0.0285
122.5	123	0.514528903	139.6372663	0.04784603	0.336566048	139.1171933	0.049082239	-1.177361786	32.7099062	0.180955078	-0.831934903	33.76303402	0.197325023	1	50.7375	0.02946	1	49.9229	0.0285
123.5	124	0.517381177	140.042714	0.047962592	0.365889711	139.5828898	0.049271137	-1.162243894	33.02704244	0.181951361	-0.825177688	34.1166299	0.197961065	1	50.7375	0.02946	1	49.9229	0.0285
124.5	125	0.519041285	140.4477127	0.048077942	0.397699038	140.0580848	0.049457371	-1.146876007	33.34835148	0.182933537	-0.818908758	34.47272283	0.198560655	1	50.7375	0.02946	1	49.9229	0.0285
125.5	126	0.519454524	140.8527022	0.048191889	0.432104409	140.5434787	0.049638596	-1.131296524	33.67386973	0.183899465	-0.813137675	34.83115524	0.199123037	1	50.7375	0.02946	1	49.9229	0.0285
126.5	127	0.518588072	141.2581515	0.048304259	0.46917993	141.0396832	0.049812203	-1.115542634	34.00363017	0.184847006	-0.807873433	35.19176177	0.199647538	1	50.7375	0.02946	1	49.9229	0.0285
127.5	128	0.516433004	141.6645592	0.048414893	0.508943272	141.5471945	0.049975355	-1.099650267	34.33766207	0.185774041	-0.803122613	35.55437176	0.200133598	1	50.7375	0.02946	1	49.9229	0.0285
128.5	129	0.513006312	142.072452	0.048523648	0.551354277	142.0663731	0.050125012	-1.083654055	34.67599076	0.18667847	-0.79889771	35.91879976	0.200580618	1	50.7375	0.02946	1	49.9229	0.0285
129.5	130	0.508352901	142.4823852	0.048630402	0.596307363	142.59742	0.050257992	-1.067587314	35.01863732	0.187558229	-0.795203499	36.28486194	0.200988216	1	50.7375	0.02946	1	49.9229	0.0285
130.5	131	0.502547502	142.8949403	0.04873505	0.643626542	143.1403553	0.050371024	-1.051482972	35.36561737	0.18841128	-0.792047959	36.65236365	0.201356017	1	50.7375	0.02946	1	49.9229	0.0285
131.5	132	0.495696454	143.3107241	0.048837504	0.693062173	143.6949981	0.050460835	-1.035367321	35.71694723	0.189235738	-0.789435274	37.02110818	0.201683791	1	50.7375	0.02946	1	49.9229	0.0285
132.5	133	0.487939275	143.7303663	0.048937694	0.744289752	144.2609497	0.050524236	-1.019277299	36.07262569	0.190029545	-0.787374433	37.39088668	0.201971282	1	50.7375	0.02946	1	49.9229	0.0285
133.5	134	0.479449924	144.1545167	0.049035564	0.79691098	144.8375809	0.050558224	-1.003235326	36.43265996	0.190790973	-0.785870695	37.76148905	0.202218375	1	50.7375	0.02946	1	49.9229	0.0285
134.5	135	0.470437652	144.5838414	0.049131073	0.85045728	145.4240246	0.050560083	-0.987269866	36.79704392	0.191518224	-0.784929893	38.1326991	0.202425006	1	50.7375	0.02946	1	49.9229	0.0285
135.5	136	0.461147305	145.0190192	0.049224189	0.904395871	146.0191748	0.050527494	-0.971406609	37.1657671	0.192209619	-0.784557605	38.50429603	0.202591183	1	50.7375	0.02946	1	49.9229	0.0285
136.5	137	0.451858946	145.4607359	0.049314887	0.958138449	146.621692	0.050458634	-0.955670107	37.53881268	0.192863569	-0.78475917	38.87605489	0.20271698	1	50.7375	0.02946	1	49.9229	0.0285
137.5	138	0.442886661	145.9096784	0.049403145	1.011054559	147.2300177	0.050352269	-0.940083834	37.91615721	0.193478582	-0.785539703	39.24774707	0.202802535	1	50.7375	0.02946	1	49.9229	0.0285
138.5	139	0.434576385	146.3665278	0.049488934	1.062474568	147.8423918	0.050207825	-0.924670244	38.2977703	0.194053274	-0.786904102	39.61914076	0.202848049	1	50.7375	0.02946	1	49.9229	0.0285
139.5	140	0.427302633	146.8319513	0.049572216	1.111727029	148.4568879	0.050025434	-0.909450843	38.6836143	0.194586368	-0.788858208	39.98999994	0.202853758	1	50.7375	0.02946	1	49.9229	0.0285
140.5	141	0.421464027	147.3065929	0.049652935	1.158135105	149.0714413	0.049805967	-0.894446258	39.07364401	0.195076705	-0.791403051	40.36009244	0.202820053	1	50.7375	0.02946	1	49.9229	0.0285
141.5	142	0.417477538	147.7910635	0.049731004	1.201050821	149.6838943	0.049551023	-0.879676305	39.46780643	0.195523246	-0.794546352	40.72917544	0.202747236	1	50.7375	0.02946	1	49.9229	0.0285
142.5	143	0.415771438	148.2859294	0.0498063	1.239852328	150.2920328	0.049262895	-0.865160071	39.86604044	0.195925079	-0.79829102	41.09701099	0.202635758	1	50.7375	0.02946	1	49.9229	0.0285
143.5	144	0.416777012	148.7917006	0.04987865	1.274006058	150.8936469	0.048944504	-0.850915987	40.26827652	0.196281418	-0.802640891	41.46335907	0.202486098	1	50.7375	0.02946	1	49.9229	0.0285
144.5	145	0.420919142	149.3088178	0.049947823	1.303044695	151.4865636	0.048599314	-0.836961905	40.67443658	0.196591612	-0.807599577	41.82797963	0.202298783	1	50.7375	0.02946	1	49.9229	0.0285
145.5	146	0.428606007	149.8376391	0.050013518	1.326605954	152.0686985	0.048231224	-0.823315176	41.08443363	0.19685514	-0.813170461	42.19063313	0.202074385	1	50.7375	0.02946	1	49.9229	0.0285
146.5	147	0.440218167	150.3784267	0.050075353	1.344443447	152.6380955	0.047844442	-0.809992726	41.49817164	0.19707162	-0.819356692	42.55108107	0.201813521	1	50.7375	0.02946	1	49.9229	0.0285
147.5	148	0.456097443	150.9313331	0.050132858	1.356437773	153.1929631	0.047443362	-0.797011132	41.91554528	0.197240806	-0.826161176	42.90908653	0.201516851	1	50.7375	0.02946	1	49.9229	0.0285
148.5	149	0.476536014	151.4963887	0.050185471	1.362602695	153.7317031	0.04703243	-0.784386693	42.33643978	0.197362591	-0.833586038	43.2644155	0.201185082	1	50.7375	0.02946	1	49.9229	0.0285
149.5	150	0.501766234	152.0734897	0.050232532	1.363085725	154.2529332	0.046616026	-0.772135506	42.76073078	0.197437004	-0.841634949	43.61683402	0.200818928	1	50.7375	0.02946	1	49.9229	0.0285
150.5	151	0.531951655	152.6623878	0.050273285	1.358162799	154.755501	0.046198356	-0.760273528	43.18828419	0.19746421	-0.850307441	43.9661169	0.200419208	1	50.7375	0.02946	1	49.9229	0.0285
151.5	152	0.567179725	153.2626819	0.050306885	1.348227142	155.2384904	0.04578335	-0.748815968	43.61895703	0.197444522	-0.859607525	44.31203579	0.199986681	1	50.7375	0.02946	1	49.9229	0.0285
152.5	153	0.607456565	153.8738124	0.050332406	1.333772923	155.7012216	0.045374597	-0.737780398	44.0525931	0.197378345	-0.869534339	44.65437319	0.199522233	1	50.7375	0.02946	1	49.9229	0.0285
153.5	154	0.652704121	154.495058	0.05034886	1.315374704	156.1432438	0.044975281	-0.727181568	44.48903027	0.197266263	-0.880088651	44.99291356	0.199026736	1	50.7375	0.02946	1	49.9229	0.0285
154.5	155	0.702759868	155.1255365	0.050355216	1.293664024	156.564323	0.044588148	-0.717035494	44.92809483	0.197108968	-0.891270585	45.32744704	0.198501096	1	50.7375	0.02946	1	49.9229	0.0285
155.5	156	0.757379106	155.7642086	0.050350423	1.269304678	156.9644258	0.044215488	-0.707358338	45.36960315	0.196907274	-0.903079458	45.65777013	0.197946255	1	50.7375	0.02946	1	49.9229	0.0285
156.5	157	0.816239713	156.4098858	0.050333444	1.242968236	157.3436995	0.043859135	-0.698166437	45.81336172	0.196662115	-0.915513542	45.98368656	0.197363191	1	50.7375	0.02946	1	49.9229	0.0285
157.5	158	0.878947416	157.0612415	0.050303283	1.21531127	157.7024507	0.04352048	-0.689476327	46.25916729	0.196374538	-0.928569454	46.30500858	0.196752931	1	50.7375	0.02946	1	49.9229	0.0285
158.5	159	0.945053486	157.7168289	0.050259018	1.186955477	158.0411233	0.043200497	-0.68130475	46.70680701	0.196045701	-0.942245864	46.62155183	0.196116472	1	50.7375	0.02946	1	49.9229	0.0285
159.5	160	1.014046108	158.3750929	0.050199837	1.158471522	158.3602756	0.042899776	-0.673668658	47.15605863	0.195676862	-0.956537923	46.93314404	0.19545489	1	50.7375	0.02946	1	49.9229	0.0285
160.5	161	1.085383319	159.034399	0.050125062	1.130367088	158.6605588	0.042618565	-0.666585194	47.60669074	0.19526938	-0.971440492	47.23962058	0.194769279	1	50.7375	0.02946	1	49.9229	0.0285
161.5	162	1.158487278	159.6930501	0.05003418	1.103079209	158.9426964	0.042356812	-0.660069969	48.05846572	0.19482473	-0.986947308	47.54082604	0.194060758	1	50.7375	0.02946	1	49.9229	0.0285
162.5	163	1.232768816	160.3493168	0.049926861	1.076970655	159.2074654	0.042114211	-0.654142602	48.51113138	0.19434441	-1.003050887	47.83661466	0.193330477	1	50.7375	0.02946	1	49.9229	0.0285
163.5	164	1.307628899	161.0014586	0.049802977	1.052329922	159.455679	0.041890247	-0.648819666	48.96443224	0.193830046	-1.019742425	48.12685082	0.192579614	1	50.7375	0.02946	1	49.9229	0.0285
164.5	165	1.382473225	161.6477515	0.04966261	1.029374161	159.688172	0.04168424	-0.644118611	49.41810374	0.193283319	-1.037011698	48.41140938	0.191809374	1	50.7375	0.02946	1	49.9229	0.0285
165.5	166	1.456720479	162.2865119	0.049506051	1.008254396	159.9057871	0.041495379	-0.640056805	49.87187409	0.192705974	-1.054846957	48.69017613	0.191020995	1	50.7375	0.02946	1	49.9229	0.0285
166.5	167	1.529810247	162.9161202	0.049333801	0.989062282	160.1093647	0.041322765	-0.636651424	50.32546478	0.192099812	-1.073234825	48.9630481	0.190215739	1	50.7375	0.02946	1	49.9229	0.0285
167.5	168	1.601219573	163.535045	0.049146553	0.971837799	160.299733	0.041165437	-0.633919328	50.77859121	0.191466681	-1.092160195	49.22993391	0.189394901	1	50.7375	0.02946	1	49.9229	0.0285
168.5	169	1.670433444	164.1418486	0.04894519	0.95657215	160.4776996	0.041022401	-0.631876912	51.23096332	0.190808471	-1.111606122	49.49075409	0.188559804	1	50.7375	0.02946	1	49.9229	0.0285
169.5	170	1.736995571	164.7352199	0.048730749	0.94324228	160.6440526	0.040892651	-0.63053994	51.68228625	0.190127105	-1.131553723	49.74544132	0.187711798	1	50.7375	0.02946	1	49.9229	0.0285
170.5	171	1.800483802	165.3139755	0.048504404	0.931767062	160.7995428	0.040775193	-0.629923353	52.13226113	0.18942453	-1.151982079	49.99394068	0.186852266	1	50.7375	0.02946	1	49.9229	0.0285
171.5	172	1.860518777	165.8770715	0.048267442	0.922058291	160.9448916	0.040669052	-0.630041066	52.58058583	0.188702714	-1.172868141	50.23620985	0.185982617	1	50.7375	0.02946	1	49.9229	0.0285
172.5	173	1.916765525	166.4236087	0.04802123	0.914012643	161.0807857	0.040573288	-0.630905733	53.02695588	0.187963636	-1.19418462	50.47222213	0.185104331	1	50.7375	0.02946	1	49.9229	0.0285
173.5	174	1.968934444	166.9528354	0.047767192	0.907516917	161.2078755	0.040487005	-0.632528509	53.47106525	0.187209281	-1.215907492	50.70195581	0.184218803	1	50.7375	0.02946	1	49.9229	0.0285
174.5	175	2.016781776	167.4641466	0.047506783	0.902452436	161.3267744	0.040409354	-0.634918779	53.91260737	0.18644163	-1.238005268	50.92540942	0.183327556	1	50.7375	0.02946	1	49.9229	0.0285
175.5	176	2.060109658	167.9570814	0.047241456	0.898698641	161.4380593	0.040339537	-0.638083884	54.35127608	0.185662657	-1.260445591	51.14259229	0.182432113	1	50.7375	0.02946	1	49.9229	0.0285
176.5	177	2.098765817	168.4313175	0.04697265	0.896143482	161.5422726	0.040276811	-0.642028835	54.78676659	0.184874323	-1.283193626	51.3535268	0.181534018	1	50.7375	0.02946	1	49.9229	0.0285
177.5	178	2.132642948	168.8866644	0.046701759	0.894659668	161.639917	0.040220488	-0.646756013	55.21877657	0.184078567	-1.306212032	51.55824831	0.180634839	1	50.7375	0.02946	1	49.9229	0.0285
178.5	179	2.16167779	169.3230548	0.046430122	0.89413892	161.7314645	0.040169932	-0.652262297	55.64701131	0.183277339	-1.329460945	51.75680513	0.179736168	1	50.7375	0.02946	1	49.9229	0.0285
179.5	180	2.185849904	169.7405351	0.046159004	0.894475371	161.8173534	0.040124562	-0.658551638	56.07116407	0.182472427	-1.35289798	51.94925841	0.178839614	1	50.7375	0.02946	1	49.9229	0.0285
180.5	181	2.205180153	170.139255	0.045889585	0.895569834	161.8979913	0.040083845	-0.665609025	56.49095862	0.181665781	-1.376478254	52.13568193	0.177946804	1	50.7375	0.02946	1	49.9229	0.0285
181.5	182	2.219728869	170.5194567	0.045622955	0.897330209	161.9737558	0.040047295	-0.673425951	56.90610886	0.18085918	-1.400154426	52.31616197	0.177059379	1	50.7375	0.02946	1	49.9229	0.0285
182.5	183	2.2295937	170.881464	0.045360101	0.899671635	162.0449969	0.040014473	-0.681987284	57.31634059	0.180054395	-1.423876772	52.49079703	0.17617899	1	50.7375	0.02946	1	49.9229	0.0285
183.5	184	2.234907144	171.2256717	0.045101913	0.902516442	162.1120386	0.03998498	-0.691273614	57.72138846	0.179253153	-1.447593267	52.65969757	0.175307296	1	50.7375	0.02946	1	49.9229	0.0285
184.5	185	2.235833767	171.5525345	0.044849174	0.905793969	162.17518	0.039958458	-0.701261055	58.12099696	0.178457127	-1.471249702	52.82298572	0.174445958	1	50.7375	0.02946	1	49.9229	0.0285
185.5	186	2.232567138	171.8625576	0.044602566	0.909440266	162.2346979	0.039934584	-0.711921092	58.51492143	0.177667942	-1.494789826	52.9807949	0.173596636	1	50.7375	0.02946	1	49.9229	0.0285
186.5	187	2.2253265	172.1562865	0.044362674	0.913397733	162.2908474	0.039913066	-0.723218488	58.90293208	0.176887192	-1.518155513	53.13326946	0.172760982	1	50.7375	0.02946	1	49.9229	0.0285
187.5	188	2.214353232	172.4342983	0.044129985	0.91761471	162.343864	0.039893644	-0.735121189	59.28479948	0.176116307	-1.541286949	53.28056425	0.17194064	1	50.7375	0.02946	1	49.9229	0.0285
188.5	189	2.199905902	172.6971935	0.043904897	0.922045055	162.3939652	0.039876087	-0.747580416	59.66032626	0.175356814	-1.564122852	53.42284417	0.171137232	1	50.7375	0.02946	1	49.9229	0.0285
189.5	190	2.182262864	172.9455898	0.043687723	0.926647697	162.4413513	0.039860185	-0.760550666	60.02931704	0.174610071	-1.586600712	53.5602837	0.170352363	1	50.7375	0.02946	1	49.9229	0.0285
190.5	191	2.161704969	173.180112	0.043478698	0.931386217	162.4862071	0.039845754	-0.773984558	60.39158721	0.173877336	-1.608657054	53.69306637	0.169587605	1	50.7375	0.02946	1	49.9229	0.0285
191.5	192	2.138524662	173.4013896	0.043277987	0.93622842	162.5287029	0.039832629	-0.787817728	60.74698785	0.173159953	-1.630227728	53.82138422	0.168844497	1	50.7375	0.02946	1	49.9229	0.0285
192.5	193	2.113023423	173.6100518	0.043085685	0.941145943	162.5689958	0.039820663	-0.801993069	61.09536847	0.172459052	-1.651248208	53.94543725	0.168124538	1	50.7375	0.02946	1	49.9229	0.0285
193.5	194	2.085490286	173.8067179	0.042901835	0.94611388	162.6072309	0.039809725	-0.816446409	61.43660077	0.171775726	-1.67165392	54.06543278	0.167429179	1	50.7375	0.02946	1	49.9229	0.0285
194.5	195	2.0562195	173.9919998	0.042726424	0.95111043	162.6435418	0.0397997	-0.831110299	61.77057372	0.171110986	-1.691380583	54.18158486	0.166759816	1	50.7375	0.02946	1	49.9229	0.0285
195.5	196	2.025496648	174.1664951	0.042559396	0.956116576	162.6780519	0.039790485	-0.845914498	62.09719399	0.170465756	-1.710364557	54.29411356	0.166117788	1	50.7375	0.02946	1	49.9229	0.0285
196.5	197	1.993598182	174.3307855	0.042400652	0.961115792	162.7108751	0.039781991	-0.860786514	62.41638628	0.169840869	-1.728543207	54.40324431	0.165504365	1	50.7375	0.02946	1	49.9229	0.0285
197.5	198	1.960789092	174.4854344	0.042250063	0.966093766	162.7421168	0.039774136	-0.875652181	62.72809362	0.169237063	-1.745855274	54.50920717	0.164920747	1	50.7375	0.02946	1	49.9229	0.0285
198.5	199	1.927320937	174.6309856	0.042107465	0.971038162	162.7718741	0.03976685	-0.890436283	63.03227756	0.168654971	-1.762241248	54.61223603	0.164368054	1	50.7375	0.02946	1	49.9229	0.0285
199.5	200	1.89343024	174.7679617	0.041972676	0.975938391	162.8002371	0.03976007	-0.905063185	63.32891841	0.168095124	-1.777643747	54.71256787	0.16384732	1	50.7375	0.02946	1	49.9229	0.0285
200.5	201	1.859337259	174.8968634	0.041845488	0.980785418	162.8272889	0.039753741	-0.91945749	63.61801537	0.16755794	-1.792007891	54.81044184	0.163359491	1	50.7375	0.02946	1	49.9229	0.0285
201.5	202	1.825245107	175.0181691	0.041725679	0.985571579	162.8531067	0.039747815	-0.933544683	63.89958662	0.167043722	-1.805281675	54.90609842	0.162905415	1	50.7375	0.02946	1	49.9229	0.0285
202.5	203	1.791339209	175.1323345	0.041613015	0.99029042	162.8777619	0.039742249	-0.947251765	64.17366943	0.166552654	-1.817416335	54.99977846	0.162485839	1	50.7375	0.02946	1	49.9229	0.0285
203.5	204	1.757787065	175.2397926	0.041507249	0.994936555	162.9013208	0.039737004	-0.960507855	64.44032016	0.166084798	-1.828366707	55.09172217	0.162101402	1	50.7375	0.02946	1	49.9229	0.0285
204.5	205	1.724738292	175.340954	0.041408129	0.999505539	162.9238449	0.039732048	-0.973244762	64.69961427	0.16564009	-1.838091576	55.18216811	0.161752634	1	50.7375	0.02946	1	49.9229	0.0285
205.5	206	1.692324905	175.4362071	0.041315398	1.003993753	162.9453912	0.039727352	-0.985397502	64.95164625	0.165218341	-1.846554015	55.271352	0.161439944	1	50.7375	0.02946	1	49.9229	0.0285
206.5	207	1.660661815	175.5259191	0.041228796	1.0083983	162.9660131	0.03972289	-0.996904762	65.1965295	0.164819236	-1.853721704	55.35950558	0.161163623	1	50.7375	0.02946	1	49.9229	0.0285
207.5	208	1.629847495	175.6104358	0.04114806	1.012716921	162.9857599	0.03971864	-1.007705555	65.43440186	0.16444238	-1.859567242	55.44685531	0.160923833	1	50.7375	0.02946	1	49.9229	0.0285
208.5	209	1.599964788	175.690083	0.041072931	1.016947912	163.0046776	0.039714581	-1.017756047	65.66540015	0.164087103	-1.864068443	55.53362107	0.160720609	1	50.7375	0.02946	1	49.9229	0.0285
209.5	210	1.571081817	175.7651671	0.04100315	1.021090055	163.0228094	0.039710697	-1.027002713	65.88970117	0.163752791	-1.86720861	55.62001464	0.16055385	1	50.7375	0.02946	1	49.9229	0.0285
210.5	211	1.543252982	175.8359757	0.040938463	1.025142554	163.0401953	0.039706971	-1.035402243	66.10749114	0.163438661	-1.8689768	55.70623826	0.160423319	1	50.7375	0.02946	1	49.9229	0.0285
211.5	212	1.516519998	175.9027788	0.040878617	1.029104983	163.0568727	0.039703391	-1.042916356	66.31897311	0.163143825	-1.869371157	55.79247939	0.160328578	1	50.7375	0.02946	1	49.9229	0.0285
212.5	213	1.490912963	175.9658293	0.040823368	1.032977233	163.0728768	0.039699945	-1.049511871	66.52436618	0.162867311	-1.868386498	55.87892356	0.160269232	1	50.7375	0.02946	1	49.9229	0.0285
213.5	214	1.466451429	176.0253641	0.040772475	1.036759475	163.0882404	0.039696623	-1.055160732	66.72390443	0.162608072	-1.866033924	55.96573022	0.160244549	1	50.7375	0.02946	1	49.9229	0.0285
214.5	215	1.44314546	176.081605	0.040725706	1.040452117	163.1029943	0.039693415	-1.059840019	66.91783563	0.162365006	-1.862327775	56.05304601	0.160253714	1	50.7375	0.02946	1	49.9229	0.0285
215.5	216	1.420996665	176.1347593	0.040682834	1.044055774	163.1171673	0.039690313	-1.063531973	67.10641956	0.162136973	-1.857289195	56.14099882	0.160295765	1	50.7375	0.02946	1	49.9229	0.0285
216.5	217	1.399999187	176.1850208	0.04064364	1.047571238	163.1307866	0.039687311	-1.066224038	67.28992603	0.161922819	-1.850946286	56.22969564	0.16036959	1	50.7375	0.02946	1	49.9229	0.0285
217.5	218	1.380140651	176.2325707	0.040607913	1.050999451	163.1438776	0.039684402	-1.067908908	67.46863255	0.161721398	-1.84333425	56.3192203	0.16047393	1	50.7375	0.02946	1	49.9229	0.0285
218.5	219	1.361403047	176.2775781	0.040575448	1.054341482	163.1564644	0.039681581	-1.068589885	67.64281378	0.16153153	-1.834495505	56.40963105	0.160607377	1	50.7375	0.02946	1	49.9229	0.0285
219.5	220	1.343763564	176.3202008	0.040546051	1.057598512	163.1685697	0.039678842	-1.068261146	67.8127675	0.161352313	-1.824479785	56.50095811	0.16076838	1	50.7375	0.02946	1	49.9229	0.0285
220.5	221	1.327195355	176.3605864	0.040519532	1.060771808	163.1802146	0.039676182	-1.066933756	67.97877331	0.161182785	-1.813344222	56.59320107	0.160955249	1	50.7375	0.02946	1	49.9229	0.0285
221.5	222	1.311668242	176.3988725	0.040495713	1.063862715	163.1914194	0.039673596	-1.064620976	68.14111022	0.161022184	-1.801153404	56.68632619	0.161166157	1	50.7375	0.02946	1	49.9229	0.0285
222.5	223	1.297149359	176.4351874	0.040474421	1.066872639	163.202203	0.039671082	-1.061341755	68.30004741	0.160869943	-1.787979408	56.78026364	0.161399151	1	50.7375	0.02946	1	49.9229	0.0285
223.5	224	1.283603728	176.469651	0.040455493	1.069803036	163.2125835	0.039668635	-1.057116957	68.4558454	0.160725793	-1.773901816	56.87490465	0.161652158	1	50.7375	0.02946	1	49.9229	0.0285
224.5	225	1.270994782	176.5023751	0.040438773	1.072655401	163.2225779	0.039666254	-1.051988979	68.60872174	0.160589574	-1.759007704	56.97009856	0.161922998	1	50.7375	0.02946	1	49.9229	0.0285
225.5	226	1.25928483	176.533464	0.040424111	1.075431258	163.2322024	0.039663936	-1.04599033	68.75889263	0.1604617	-1.743391606	57.06564989	0.162209399	1	50.7375	0.02946	1	49.9229	0.0285
226.5	227	1.248435461	176.5630153	0.040411366	1.078132156	163.2414722	0.039661679	-1.039168248	68.90653028	0.160342924	-1.72715546	57.16131528	0.162509006	1	50.7375	0.02946	1	49.9229	0.0285
227.5	228	1.23840791	176.5911197	0.040400405	1.080759655	163.2504019	0.039659481	-1.031579574	69.05176427	0.160234478	-1.710410733	57.25679821	0.162819353	1	50.7375	0.02946	1	49.9229	0.0285
228.5	229	1.229163362	176.6178621	0.040391101	1.083315329	163.2590052	0.039657339	-1.023291946	69.19467288	0.160138158	-1.693267093	57.35175792	0.163138124	1	50.7375	0.02946	1	49.9229	0.0285
229.5	230	1.220663228	176.6433219	0.040383334	1.085800751	163.2672954	0.039655252	-1.014385118	69.33527376	0.160056393	-1.67585442	57.44578172	0.163462715	1	50.7375	0.02946	1	49.9229	0.0285
230.5	231	1.212869374	176.6675729	0.04037699	1.088217496	163.2752848	0.039653218	-1.004952366	69.47351373	0.159992344	-1.658302847	57.53840429	0.163790683	1	50.7375	0.02946	1	49.9229	0.0285
231.5	232	1.20574431	176.6906844	0.040371962	1.090567133	163.2829854	0.039651237	-0.995101924	69.60925782	0.159949989	-1.640747464	57.62910094	0.164119574	1	50.7375	0.02946	1	49.9229	0.0285
232.5	233	1.199251356	176.712721	0.040368149	1.092851222	163.2904086	0.039649306	-0.984958307	69.74227758	0.159934231	-1.623332891	57.7172758	0.164446997	1	50.7375	0.02946	1	49.9229	0.0285
233.5	234	1.19335477	176.733743	0.040365456	1.095071313	163.297565	0.039647424	-0.974663325	69.87223885	0.159951004	-1.606209374	57.80226553	0.164770638	1	50.7375	0.02946	1	49.9229	0.0285
234.5	235	1.188019859	176.753807	0.040363795	1.097228939	163.304465	0.039645591	-0.964376555	69.99868896	0.160007394	-1.589533346	57.88333502	0.165088289	1	50.7375	0.02946	1	49.9229	0.0285
235.5	236	1.183213059	176.7729657	0.04036308	1.099325619	163.3111185	0.039643804	-0.954274945	70.12104381	0.160111769	-1.573467222	57.95967458	0.165397881	1	50.7375	0.02946	1	49.9229	0.0285
236.5	237	1.178901998	176.7912687	0.040363233	1.101362852	163.3175349	0.039642063	-0.944551187	70.23857482	0.160273918	-1.558179166	58.0303973	0.165697507	1	50.7375	0.02946	1	49.9229	0.0285
237.5	238	1.175055543	176.8087622	0.040364179	1.103342119	163.3237231	0.039640367	-0.935410427	70.35039626	0.160505203	-1.543846192	58.09453209	0.165985386	1	50.7375	0.02946	1	49.9229	0.0285
238.5	239	1.171643828	176.8254895	0.04036585	1.105264876	163.3296918	0.039638715	-0.927059784	70.45546105	0.160818788	-1.530642461	58.15103575	0.166260109	1	50.7375	0.02946	1	49.9229	0.0285
239.5	240	1.16863827	176.8414914	0.04036818	1.107132561	163.3354491	0.039637105	-0.919718461	70.55252127	0.161229617	-1.518754013	58.1987714	0.16652037	1	50.7375	0.02946	1	49.9229	0.0285
240	241	1.167279219	176.8492322	0.040369574	1.108046193	163.338251	0.039636316	-0.91648762	70.59761453	0.161476792	-1.51336185	58.21897289	0.166644749	1	50.7375	0.02946	1	49.9229	0.0285
